2008_000003_2	7.470156693421626e-17
2008_000009_2	6.6363848413638915e-12
2008_000023_3	2.371089569532726e-10
2008_000023_4	7.451632951659253e-10
2008_000023_5	2.740499901985127e-13
2008_000028_1	3.660836612395868e-07
2008_000028_2	4.659053882066945e-13
2008_000032_2	6.252481403132352e-15
2008_000036_1	6.635114723795278e-07
2008_000041_2	3.571951524831453e-15
2008_000041_3	1.4853733586762943e-07
2008_000041_5	4.3703199647291597e-05
2008_000043_3	9.214693124771338e-12
2008_000050_1	2.052844210811955e-16
2008_000051_5	2.411580113380415e-19
2008_000054_1	2.8056365220479015e-07
2008_000070_1	5.298355832284124e-16
2008_000082_2	1.810539834464679e-10
2008_000090_6	1.4441072139758418e-08
2008_000090_7	0.00027813003473182486
2008_000141_2	1.1328158044188863e-12
2008_000143_1	1.2024946942163975e-18
2008_000174_2	1.2267670320644162e-13
2008_000174_3	4.026306988692286e-10
2008_000174_4	1.8478179825832357e-10
2008_000174_5	4.828190275660483e-05
2008_000174_6	1.480504401863972e-13
2008_000185_1	1.0320602572325449e-12
2008_000189_1	8.16926534265213e-13
2008_000191_2	3.2638634909047963e-19
2008_000191_3	8.691878178130365e-11
2008_000196_3	5.141787675683923e-12
2008_000202_6	7.876707620798803e-14
2008_000203_1	3.854397638482068e-18
2008_000204_1	5.43412617856737e-18
2008_000204_2	6.337457817347598e-10
2008_000226_1	2.0232329730608207e-15
2008_000226_2	7.78964122181568e-14
2008_000226_3	4.24836327346736e-16
2008_000237_2	1.0745561444827847e-15
2008_000237_4	9.566872331570151e-08
2008_000237_5	1.8700221047655286e-14
2008_000252_2	7.661628172932063e-12
2008_000252_3	1.0682702647282513e-07
2008_000252_4	2.7115512323242917e-12
2008_000253_1	3.300551538492366e-10
2008_000254_1	2.927611653901565e-16
2008_000254_3	2.4789079394804038e-14
2008_000254_4	7.222814946736803e-19
2008_000254_5	1.5859899416562317e-17
2008_000255_1	2.3047034844542313e-18
2008_000257_5	1.3645308799017207e-17
2008_000261_3	3.6357649972526716e-14
2008_000272_1	8.187497855248702e-13
2008_000274_1	9.088532390062097e-18
2008_000274_3	2.1946377586218467e-18
2008_000275_1	4.352045861565394e-11
2008_000275_2	1.1738060292799063e-14
2008_000275_4	2.6782437657316143e-18
2008_000275_5	1.5214521987998383e-14
2008_000275_6	4.308824037733181e-15
2008_000275_7	2.575664442418898e-19
2008_000281_1	9.50954593459504e-06
2008_000281_3	1.0911664438684655e-19
2008_000291_2	3.3511848034599995e-16
2008_000304_2	1.5256942804610814e-07
2008_000304_4	2.6751339402368918e-17
2008_000304_5	4.980331591533847e-16
2008_000311_4	8.295078618577984e-17
2008_000315_1	1.6867619597161408e-14
2008_000315_2	4.15094646026112e-19
2008_000321_2	1.2756852239680733e-18
2008_000321_3	4.538582734828159e-17
2008_000339_1	0.0006031312550814824
2008_000339_2	1.2854550953002131e-06
2008_000339_3	1.5925473490896496e-05
2008_000343_3	5.970142021108605e-20
2008_000356_1	2.8062048435810716e-06
2008_000393_13	4.239957976249464e-07
2008_000393_5	2.1100505722538072e-11
2008_000393_7	3.224292515078324e-08
2008_000393_8	1.6600251610199059e-12
2008_000393_9	2.5964379215498186e-12
2008_000403_1	0.00042767941415117075
2008_000408_4	6.210217158946175e-10
2008_000408_5	3.84178565617024e-07
2008_000424_3	3.2951193738595528e-15
2008_000424_4	9.040000328581253e-15
2008_000424_5	3.854397638482068e-18
2008_000424_6	3.579326449857726e-16
2008_000424_8	1.916175443395636e-18
2008_000424_9	1.2119485878512702e-18
2008_000437_1	2.460448162681667e-07
2008_000437_2	3.43407374999998e-11
2008_000457_1	9.152020881363618e-13
2008_000457_2	2.115195131717341e-16
2008_000465_5	3.33363355470338e-15
2008_000469_1	7.603741069469802e-10
2008_000469_3	3.673897389454991e-18
2008_000471_2	3.860230677807004e-16
2008_000471_3	5.558969906285988e-11
2008_000471_4	6.364110816231994e-14
2008_000471_5	3.120270086594743e-16
2008_000472_1	2.5867709812912194e-05
2008_000480_3	4.658543164013809e-19
2008_000480_4	3.382768422870096e-19
2008_000495_3	2.3862443771576766e-12
2008_000545_2	0.00012181821747903905
2008_000547_1	1.9725890449783917e-06
2008_000564_2	2.0241863671203586e-07
2008_000583_3	4.666669118817319e-14
2008_000599_4	7.658176607216049e-10
2008_000599_6	1.957781473639986e-09
2008_000599_7	1.937002977236424e-15
2008_000613_2	2.8533548555473917e-08
2008_000613_3	6.928984063803166e-18
2008_000613_4	8.362554035388866e-16
2008_000613_5	6.060296603444036e-12
2008_000613_6	3.721861461097376e-14
2008_000619_1	3.580073845036009e-05
2008_000619_3	3.7970976942267284e-07
2008_000634_2	2.5490249926426786e-10
2008_000648_3	2.219634141880536e-11
2008_000677_6	1.4713931119386248e-16
2008_000691_3	0.00013536696829121334
2008_000694_2	2.0612645752602413e-07
2008_000705_2	1.0355011325732087e-16
2008_000705_3	9.605141857584518e-16
2008_000719_3	2.3007588596739185e-09
2008_000719_4	5.980432308036288e-19
2008_000719_5	9.262112257167137e-13
2008_000719_6	1.8204649530194488e-17
2008_000776_3	3.49160406514325e-18
2008_000776_4	8.238783617156668e-20
2008_000776_5	6.201974395053128e-20
2008_000790_3	1.3310297845601623e-05
2008_000790_4	9.515102312635432e-11
2008_000792_1	1.1850029898253938e-16
2008_000792_2	7.470156693421626e-17
2008_000792_3	1.9516610890986728e-16
2008_000792_4	2.8911105586680154e-09
2008_000792_5	3.580119275080787e-10
2008_000792_6	1.9541928119461038e-13
2008_000795_4	3.6357649972526716e-14
2008_000798_1	1.0309863674201769e-07
2008_000803_1	5.651894989517562e-13
2008_000803_13	9.18360877841265e-13
2008_000815_2	1.0105772867746133e-11
2008_000817_2	3.791264401928509e-07
2008_000817_3	0.001973342590800263
2008_000833_3	7.689169976198681e-16
2008_000833_4	3.5284431767921608e-16
2008_000833_5	2.622167224534037e-11
2008_000833_6	4.484974252671426e-15
2008_000833_7	3.478262822794814e-16
2008_000835_10	1.1926016700680368e-07
2008_000835_9	3.730004200167608e-10
2008_000851_3	9.08532976106148e-07
2008_000851_4	7.446741627729348e-11
2008_000867_2	1.142136769088398e-13
2008_000867_3	9.781937222429748e-10
2008_000868_11	6.480997072766991e-12
2008_000868_12	1.1436371910698142e-14
2008_000868_14	1.9247610122137666e-14
2008_000868_2	2.1623256528939112e-12
2008_000868_3	5.109934618337783e-11
2008_000868_5	1.816937193182615e-13
2008_000868_6	8.16926534265213e-13
2008_000868_7	1.0815064372764778e-09
2008_000873_6	6.139662936675933e-08
2008_000880_7	3.093030193641287e-19
2008_000904_6	6.229608008991546e-10
2008_000908_1	6.3164348669725e-16
2008_000908_2	2.4554065129360922e-17
2008_000908_3	8.40444698966053e-18
2008_000908_4	6.776865874137209e-16
2008_000908_5	4.75038982865936e-17
